0	0	365
1	0	11817
2	0	7359
3	0	1860
4	0	1861
5	0	4816
6	0	10979
7	0	7522
8	0	5295
9	0	4410
10	0	8398
11	0	12748
12	0	4411
13	0	5473
14	0	5475
15	0	5938
16	0	5930
17	0	5942
18	0	953
19	0	954
20	0	7411
21	0	295
22	0	317
23	0	289
24	0	4691
25	0	3589
26	0	9301
27	0	7127
28	0	7121
29	0	7122
30	0	5934
31	0	5937
32	0	1058
33	0	12393
34	0	8109
35	0	6616
36	0	7718
37	0	6613
38	0	7719
39	0	7717
40	0	7716
41	0	7365
42	0	11565
43	0	5128
44	0	5721
45	0	5975
46	0	9575
47	0	9586
48	0	9589
49	0	9577
50	0	9579
51	0	9597
52	0	9588
53	0	9587
54	0	6839
55	0	6823
56	0	6835
57	0	6355
58	0	8446
59	0	8424
60	0	10069
61	0	10202
62	0	9846
63	0	7534
64	0	5871
65	0	1127
66	0	1125
67	0	5716
68	0	1279
69	0	1278
70	0	1386
71	0	65
72	0	6231
73	0	7455
74	0	6232
75	0	5437
76	0	7464
77	0	7470
78	0	5440
79	0	6250
80	0	6228
81	0	13835
82	0	10506
83	0	3010
84	0	12818
85	0	3011
86	0	5115
87	0	14237
88	0	12774
89	0	5285
90	0	5767
91	0	5773
92	0	5765
93	0	5759
94	0	5756
95	0	5753
96	0	5766
97	0	5772
98	0	5754
99	0	5751
100	0	5762
101	0	5760
102	0	7332
103	0	7333
104	0	2073
105	0	7327
106	0	7323
107	0	11432
108	0	9629
109	0	13879
110	0	1743
111	0	7548
112	0	9630
113	0	11570
114	0	2071
115	0	12280
116	0	9631
117	0	9636
118	0	9632
119	0	3690
0	1	1686
1	1	1688
2	1	1684
3	1	1682
4	1	1695
5	1	1693
6	1	13589
7	1	13592
8	1	13583
9	1	13579
10	1	13582
11	1	13578
12	1	13596
13	1	13594
14	1	13595
15	1	13576
16	1	4234
17	1	5393
18	1	3886
19	1	2715
20	1	4724
21	1	431
22	1	3895
23	1	3896
24	1	8588
25	1	2360
26	1	10073
27	1	517
28	1	12954
29	1	6169
30	1	1777
31	1	4664
32	1	12953
33	1	3565
34	1	2317
35	1	10410
36	1	10405
37	1	10407
38	1	7387
39	1	7390
40	1	7038
41	1	7393
42	1	7395
43	1	7398
44	1	2105
45	1	2103
46	1	2100
47	1	2104
48	1	2101
49	1	2099
50	1	2106
51	1	11990
52	1	7397
53	1	14132
54	1	5500
55	1	6697
56	1	6700
57	1	1559
58	1	1570
59	1	1547
60	1	1603
61	1	1614
62	1	1636
63	1	1670
64	1	10762
65	1	10284
66	1	9545
67	1	13164
68	1	13165
69	1	13173
70	1	13167
71	1	13174
72	1	13177
73	1	13181
74	1	13169
75	1	13166
76	1	13188
77	1	13185
78	1	13171
79	1	13183
80	1	13189
81	1	13187
82	1	13170
83	1	13898
84	1	13186
85	1	9549
86	1	9551
87	1	13266
88	1	13251
89	1	13244
90	1	13245
91	1	13262
92	1	13257
93	1	13242
94	1	13249
95	1	13246
96	1	13260
97	1	13248
98	1	13261
99	1	5448
100	1	5603
101	1	8338
102	1	13101
103	1	13124
104	1	5503
105	1	1720
106	1	10253
107	1	10596
108	1	10577
109	1	10300
110	1	10586
111	1	10592
112	1	10579
113	1	10582
114	1	10597
115	1	141
116	1	1162
117	1	1165
118	1	11842
119	1	4540
0	2	1704
1	2	1702
2	2	1698
3	2	1697
4	2	1696
5	2	1694
6	2	13588
7	2	13586
8	2	13600
9	2	13601
10	2	13581
11	2	13599
12	2	13593
13	2	13577
14	2	10870
15	2	6663
16	2	4233
17	2	10108
18	2	10112
19	2	10109
20	2	3885
21	2	3887
22	2	1775
23	2	3897
24	2	3900
25	2	3898
26	2	7734
27	2	1066
28	2	619
29	2	626
30	2	1115
31	2	11331
32	2	12117
33	2	4663
34	2	10415
35	2	10418
36	2	10406
37	2	10412
38	2	10409
39	2	10404
40	2	10411
41	2	10416
42	2	7394
43	2	5510
44	2	2116
45	2	2117
46	2	2112
47	2	2111
48	2	2115
49	2	2108
50	2	2118
51	2	10782
52	2	8941
53	2	10781
54	2	11533
55	2	14156
56	2	9375
57	2	10206
58	2	1625
59	2	1592
60	2	1681
61	2	1647
62	2	1692
63	2	1658
64	2	10770
65	2	10274
66	2	10278
67	2	10281
68	2	4040
69	2	9536
70	2	13175
71	2	13910
72	2	13909
73	2	13904
74	2	9558
75	2	13900
76	2	13172
77	2	13176
78	2	9554
79	2	13178
80	2	13182
81	2	13184
82	2	13180
83	2	9555
84	2	9543
85	2	11601
86	2	13254
87	2	13267
88	2	13259
89	2	13255
90	2	13263
91	2	13264
92	2	13243
93	2	13265
94	2	13252
95	2	13250
96	2	13253
97	2	6686
98	2	5451
99	2	5636
100	2	8340
101	2	8333
102	2	8329
103	2	5658
104	2	5570
105	2	8532
106	2	10264
107	2	13794
108	2	10599
109	2	10587
110	2	10595
111	2	10576
112	2	10598
113	2	10585
114	2	10578
115	2	1158
116	2	156
117	2	11847
118	2	3350
119	2	4539
0	3	1700
1	3	1701
2	3	1685
3	3	1699
4	3	1680
5	3	1679
6	3	13585
7	3	13587
8	3	13590
9	3	13584
10	3	12700
11	3	12701
12	3	12697
13	3	10016
14	3	6643
15	3	6652
16	3	6646
17	3	6641
18	3	8342
19	3	10117
20	3	10110
21	3	10670
22	3	4728
23	3	4727
24	3	13998
25	3	3899
26	3	7739
27	3	7737
28	3	1060
29	3	618
30	3	1126
31	3	1102
32	3	11333
33	3	12127
34	3	12126
35	3	5769
36	3	10417
37	3	10423
38	3	10425
39	3	10422
40	3	10414
41	3	10408
42	3	10426
43	3	10663
44	3	8086
45	3	2097
46	3	2119
47	3	2110
48	3	2098
49	3	2109
50	3	2107
51	3	10785
52	3	10786
53	3	10783
54	3	10780
55	3	11884
56	3	7584
57	3	2368
58	3	9376
59	3	10777
60	3	10775
61	3	1581
62	3	10772
63	3	10771
64	3	5519
65	3	10273
66	3	10286
67	3	10277
68	3	10285
69	3	10276
70	3	9556
71	3	13914
72	3	13911
73	3	13894
74	3	13895
75	3	13897
76	3	13906
77	3	13907
78	3	13893
79	3	13899
80	3	13905
81	3	9548
82	3	9561
83	3	3234
84	3	2560
85	3	11621
86	3	3243
87	3	13197
88	3	13195
89	3	13191
90	3	13199
91	3	13192
92	3	13194
93	3	13198
94	3	13256
95	3	2319
96	3	8344
97	3	7263
98	3	2295
99	3	14000
100	3	10270
101	3	8336
102	3	5692
103	3	5536
104	3	1722
105	3	8538
106	3	10144
107	3	10257
108	3	10581
109	3	10590
110	3	10575
111	3	10593
112	3	10589
113	3	10588
114	3	144
115	3	1789
116	3	140
117	3	11084
118	3	3352
119	3	4534
0	4	506
1	4	1687
2	4	1689
3	4	1683
4	4	12694
5	4	1691
6	4	1690
7	4	5
8	4	12698
9	4	12693
10	4	7284
11	4	10035
12	4	10017
13	4	10018
14	4	6653
15	4	6664
16	4	6657
17	4	6640
18	4	1043
19	4	10111
20	4	8341
21	4	11845
22	4	5453
23	4	190
24	4	10420
25	4	3901
26	4	7733
27	4	7735
28	4	7731
29	4	628
30	4	627
31	4	621
32	4	620
33	4	12128
34	4	11334
35	4	7959
36	4	10655
37	4	10421
38	4	10419
39	4	6708
40	4	7913
41	4	7911
42	4	7904
43	4	7910
44	4	9054
45	4	13633
46	4	8830
47	4	4733
48	4	2095
49	4	2096
50	4	9562
51	4	10787
52	4	10784
53	4	10778
54	4	477
55	4	473
56	4	469
57	4	468
58	4	466
59	4	6860
60	4	10776
61	4	10774
62	4	10773
63	4	12350
64	4	10345
65	4	10288
66	4	10283
67	4	10287
68	4	10275
69	4	10279
70	4	7550
71	4	9538
72	4	13912
73	4	13896
74	4	9547
75	4	13908
76	4	13903
77	4	9541
78	4	13892
79	4	9540
80	4	9542
81	4	608
82	4	7957
83	4	3237
84	4	7551
85	4	11608
86	4	3242
87	4	3240
88	4	10580
89	4	13193
90	4	13196
91	4	2301
92	4	2302
93	4	2297
94	4	2312
95	4	2320
96	4	8343
97	4	13275
98	4	10002
99	4	1212
100	4	1211
101	4	1209
102	4	5725
103	4	1336
104	4	8540
105	4	8541
106	4	10196
107	4	10267
108	4	13795
109	4	10135
110	4	10251
111	4	10262
112	4	7827
113	4	1726
114	4	1140
115	4	153
116	4	154
117	4	3349
118	4	3361
119	4	4532
0	5	505
1	5	496
2	5	13347
3	5	11423
4	5	12689
5	5	12690
6	5	8013
7	5	13402
8	5	7587
9	5	4650
10	5	10033
11	5	10027
12	5	10019
13	5	2156
14	5	6649
15	5	6665
16	5	6648
17	5	6659
18	5	4174
19	5	14208
20	5	6685
21	5	10012
22	5	8332
23	5	14196
24	5	8334
25	5	10615
26	5	7732
27	5	7738
28	5	4507
29	5	4508
30	5	4504
31	5	9026
32	5	622
33	5	9508
34	5	9498
35	5	738
36	5	4729
37	5	5200
38	5	4006
39	5	13160
40	5	7907
41	5	7912
42	5	7900
43	5	7901
44	5	9057
45	5	9055
46	5	9067
47	5	9065
48	5	8045
49	5	8823
50	5	5211
51	5	5210
52	5	12001
53	5	12158
54	5	12180
55	5	471
56	5	475
57	5	467
58	5	479
59	5	9028
60	5	4101
61	5	4103
62	5	1711
63	5	10403
64	5	733
65	5	729
66	5	10801
67	5	10271
68	5	10272
69	5	10289
70	5	7087
71	5	10591
72	5	13887
73	5	9537
74	5	10769
75	5	10767
76	5	13888
77	5	13889
78	5	13891
79	5	9539
80	5	2553
81	5	11618
82	5	513
83	5	529
84	5	9130
85	5	9128
86	5	3239
87	5	3241
88	5	2299
89	5	2300
90	5	2316
91	5	2311
92	5	2306
93	5	2310
94	5	2304
95	5	8339
96	5	6691
97	5	1208
98	5	1224
99	5	14123
100	5	1201
101	5	7821
102	5	10102
103	5	336
104	5	8528
105	5	8529
106	5	8534
107	5	8527
108	5	10138
109	5	10142
110	5	10583
111	5	11274
112	5	1151
113	5	1134
114	5	11580
115	5	143
116	5	3523
117	5	3357
118	5	11083
119	5	3351
0	6	507
1	6	488
2	6	489
3	6	591
4	6	11428
5	6	11430
6	6	11425
7	6	8124
8	6	8445
9	6	8443
10	6	7577
11	6	855
12	6	868
13	6	865
14	6	866
15	6	4165
16	6	6660
17	6	6642
18	6	422
19	6	8444
20	6	6902
21	6	5974
22	6	8326
23	6	14200
24	6	8328
25	6	8322
26	6	14187
27	6	14191
28	6	4520
29	6	4506
30	6	4505
31	6	4502
32	6	4501
33	6	9506
34	6	9507
35	6	9505
36	6	7842
37	6	6952
38	6	10306
39	6	12974
40	6	10427
41	6	7906
42	6	7909
43	6	7905
44	6	7908
45	6	9061
46	6	9062
47	6	8922
48	6	9063
49	6	2186
50	6	8932
51	6	13784
52	6	8578
53	6	10343
54	6	472
55	6	482
56	6	480
57	6	476
58	6	4033
59	6	4104
60	6	4106
61	6	4107
62	6	4105
63	6	11603
64	6	730
65	6	7571
66	6	8107
67	6	4485
68	6	4488
69	6	4473
70	6	7074
71	6	274
72	6	275
73	6	11604
74	6	11606
75	6	11619
76	6	11599
77	6	12349
78	6	11690
79	6	11695
80	6	10653
81	6	516
82	6	6391
83	6	278
84	6	280
85	6	279
86	6	283
87	6	5443
88	6	2153
89	6	2315
90	6	2296
91	6	2307
92	6	2308
93	6	2305
94	6	10282
95	6	1205
96	6	1254
97	6	1210
98	6	1215
99	6	1216
100	6	14012
101	6	1206
102	6	6894
103	6	8536
104	6	8530
105	6	8542
106	6	8531
107	6	1809
